C1,C10,C11,C12,C14,C15,C17,C18,C2,C3,C4,C5,C6,C7,C8,C9
0.00841349,0.011116725,0.018217677,0.0019607877,0.0020672109,0.0028375457,0.00871745,0.67735684,0.007333878,0.23324242,0.0018018553,0.010071396,0.0020315396,0.0021498546,0.010864527,0.001816844
0.000113934,9.480087e-05,0.0012093885,1.7064978e-05,5.356167e-05,9.4919735e-05,0.00021899467,0.0017500595,0.0009613232,0.9937605,0.00041336633,0.0001097842,3.6689482e-05,0.00062591286,0.00026019957,0.00027940664
0.0009049548,0.0006042282,0.008679326,0.0013406372,0.0007894936,0.0002663432,0.00029416825,5.8498237e-05,0.00035474278,0.0004705547,0.920096,5.441944e-05,0.00034566518,0.00042322173,2.3463841e-05,0.06529434
0.02784555,0.011493692,0.005621186,0.013998555,0.01589926,0.020764425,0.016993271,0.0016125153,0.0027703075,0.0028410736,0.15899144,0.015137238,0.6935938,0.0036982987,0.0023732863,0.0063660704
0.00013854378,0.0002767481,0.0009408393,0.00024213675,5.0371793e-05,0.000104338156,0.00028667954,0.0007852312,0.9866403,0.0045308317,0.00044936137,8.529706e-05,0.00013990204,0.004266975,0.0006379697,0.0004245484
0.018427333,0.010872608,0.008201548,0.022114486,0.34740698,0.037152547,0.010362651,0.0012958625,0.003248763,0.006289516,0.065783806,0.011101049,0.42509437,0.0015430166,0.02426262,0.006842911
0.00011790353,0.00041050639,0.0051488914,8.2619394e-05,0.00010859276,0.00016924775,0.00040443687,0.0015632244,0.26139492,0.714663,0.0014323908,8.4450505e-05,0.00013345448,0.012495321,0.0009110614,0.0008799404
0.0130746225,0.008287984,0.014461128,0.015886806,0.008402632,0.0070139356,0.0074996045,0.002186651,0.0058004344,0.006783102,0.85573024,0.0030997635,0.020894807,0.0042730565,0.0014347105,0.025170602
0.0034039463,0.0011711058,0.0016980798,0.0021724012,0.0017210816,0.0037595138,0.0014914533,0.000109764995,0.00029432346,0.000812669,0.9720533,0.00074390933,0.006046712,0.00058801705,0.00015611721,0.003777588
2.1634383e-05,2.4412593e-05,0.00044218378,4.3389005e-06,1.3006099e-05,2.2541297e-05,6.7742425e-05,0.00032699967,0.00080530683,0.9970379,0.0001197307,1.7050832e-05,1.1499119e-05,0.00088266004,7.8871424e-05,0.0001242105
0.008841288,0.009447319,0.0073207156,0.80982643,0.030281197,0.02161953,0.0055441186,0.0035036586,0.011004504,0.001610694,0.03494292,0.004702245,0.013202811,0.0014487132,0.0082629975,0.028440813
0.9847378,0.0004413362,4.709743e-05,0.00029128796,0.0008880034,0.0006142862,0.0033754604,0.00055114756,6.572316e-05,0.00016388997,0.0013950883,0.0015970515,0.004705236,0.00010889371,0.0006084982,0.0004091451
0.0012884921,0.0015167805,0.009156155,0.0012954382,0.0006716781,0.00096272276,0.0023248165,0.0033242598,0.83237576,0.056692477,0.00772196,0.00046549967,0.00088616996,0.07153855,0.0034585579,0.0063207145
9.3601164e-05,8.482022e-05,0.0015222796,1.335315e-05,5.87398e-05,0.00010520169,0.00027502177,0.0007034399,0.0022575625,0.9888517,0.00034839456,7.045288e-05,4.79317e-05,0.004943082,0.00024787238,0.00037647845
0.00018144358,0.00017895657,0.0018158249,2.6194226e-05,6.276039e-05,0.00011569918,0.0003205112,0.0077539617,0.001232826,0.986503,0.00036905656,0.00020880961,4.543644e-05,0.000514587,0.00042400765,0.00024687083
0.00044349974,0.00035960943,0.005358398,0.00021311318,0.00021368117,0.0005437115,0.001831915,0.0006845248,0.10042238,0.025696572,0.0016912144,0.0002160866,0.000463924,0.85943323,0.0006861506,0.0017419677
0.00034672872,0.00021502805,0.003286812,6.0850343e-05,0.00018385064,0.00032785113,0.00067916076,0.0027370686,0.0037850263,0.98150235,0.0010672089,0.00030273886,0.00012544103,0.003575255,0.00084478594,0.00095969014
0.009914318,0.0077405465,0.0059139584,0.008504113,0.021755844,0.047019612,0.013967316,0.0016485363,0.0023748954,0.0036587615,0.008869728,0.013527212,0.8447632,0.003131733,0.005248459,0.0019618268
0.012998138,0.01336564,0.0066123307,0.01754559,0.83818907,0.009988574,0.0056658266,0.00081235374,0.0012823655,0.0026946806,0.020587761,0.005439113,0.049682777,0.00078091567,0.004805788,0.009549128
0.00059521967,0.0005029404,0.010247295,0.00034397456,0.00026526296,0.000516144,0.0016361105,0.0018615761,0.527637,0.24173577,0.007553461,0.00018486982,0.00044362366,0.20019493,0.0014737266,0.0048080785
0.0005263799,0.005833511,0.9493973,0.0011688767,0.0049048495,0.0052568656,0.0037385633,0.0013975234,0.0019864202,0.0073656873,0.010996331,0.0016700248,0.001180327,0.0020616073,0.000556456,0.0019592864
0.0005503222,0.0005231571,0.006597999,0.00017076978,0.00028019748,0.0005984139,0.0017099127,0.0029651606,0.025113689,0.85715127,0.002965879,0.00046193344,0.00047258238,0.09668026,0.0011907365,0.0025677336
0.00052243995,0.00079040416,0.00048906606,0.9836092,0.002994672,0.0030968024,0.00036055074,0.0002320045,0.0010749685,5.3035015e-05,0.0030443778,0.0003102021,0.0009829542,5.761038e-05,0.00068698917,0.0016946009
0.00029308384,0.00065431336,0.005180519,0.0002817087,0.00019513594,0.00026713213,0.0006637296,0.0018076288,0.81453925,0.14497054,0.0029107118,0.00012620413,0.00024211733,0.024371512,0.0015680549,0.0019283865
0.00026873918,0.00021821396,0.004215276,0.00014991219,0.0001069203,0.0002705485,0.0010428884,0.0006745412,0.2495107,0.045439683,0.0016606479,9.737201e-05,0.00026215333,0.69409496,0.0005713382,0.0014160365
0.045580897,0.005265235,0.0032038677,0.009946772,0.009361109,0.019881679,0.013585356,0.00047978017,0.00085304736,0.0017623642,0.67899436,0.0033193743,0.19644839,0.0020121573,0.00092972023,0.00837593
0.00012935059,0.00040157078,0.0047107125,7.913742e-05,0.00010071481,0.00016844725,0.0004137161,0.0018092808,0.24325326,0.7396524,0.0010581136,0.00010059856,0.00014059257,0.0062913485,0.00094563514,0.0007451412
0.00020434898,0.00017673684,0.001054708,1.4362363e-05,6.386905e-05,0.000108530476,0.00029162664,0.0012747754,0.00041884804,0.9950782,0.00032365203,9.5533964e-05,4.7388454e-05,0.00036616655,0.00020905158,0.00027211278
0.94832706,0.0017716835,0.00024561398,0.0010194196,0.0033692832,0.0021258427,0.008843874,0.0014170224,0.0002578744,0.0007116388,0.004560727,0.003064216,0.02069744,0.00039277755,0.0016375458,0.0015579816
0.00012028638,0.00016934375,0.0014022926,0.00016384396,5.2710846e-05,7.920702e-05,0.00023619781,0.0004970822,0.96886873,0.014188252,0.0012715757,3.254223e-05,7.965874e-05,0.011355431,0.00054203754,0.00094086595
